image;plate_num;plate_type;bbox;quad;is_vehicle;is_synthetic;source;license;conditions
images/real/real_61204a9c4a.jpg;K501BX198;type1;1146.0,688.8,151.9,69.8;1146.0,706.4,1297.0,688.8,1297.9,739.3,1147.4,758.6;1;0;https://commons.wikimedia.org/wiki/File%3A2022_%D0%93%D0%90%D0%97%D0%B5%D0%BB%D1%8C_City_%D0%9D%D0%A2%D0%90_%D0%B2_%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D0%B5_%D0%BC%D0%B0%D1%80%D1%88%D1%80%D1%83%D1%82_371.jpg;CC BY-SA 4.0;day,glare
images/real/real_229a9e95bc.jpg;X918OT790;type1;801.1,635.5,54.9,24.3;801.1,647.3,853.9,635.5,856.0,648.4,802.3,659.8;1;0;https://commons.wikimedia.org/wiki/File%3A20240419_Sergiev_Posad_city_walk_06_%2870677%29.jpg;CC BY 4.0;day
images/real/real_b8a951e3b6.jpg;OC55877;type1b;952.5,883.6,78.0,20.7;952.5,888.0,1030.1,883.6,1030.5,900.8,952.6,904.2;1;0;https://commons.wikimedia.org/wiki/File%3A2025-09-21_Moscow_marathon%2C_RGVIO_bus_02.jpg;CC0;day
images/real/real_ba394eb316.jpg;OC55877;type1b;1062.1,940.2,106.2,30.6;1062.1,943.8,1165.4,940.2,1168.2,966.2,1062.8,970.8;1;0;https://commons.wikimedia.org/wiki/File%3A2025-09-21_Moscow_marathon%2C_RGVIO_bus_03.jpg;CC0;day
images/real/real_a9403a5b99.jpg;P970YT716;type1;323.2,733.8,115.3,31.0;323.5,733.8,438.4,738.7,438.5,764.8,323.2,759.2;1;0;https://commons.wikimedia.org/wiki/File%3A2025_A_NefAZ-5299-40-52_bus_on_route_6_in_Naberezhnye_Chelny.jpg;CC0;day
images/real/real_4ff3a409b7.jpg;MA45018;type1b;250.7,612.8,71.6,19.7;251.6,612.8,321.3,618.1,322.3,632.5,250.7,627.7;1;0;https://commons.wikimedia.org/wiki/File%3A2316525_%D0%9D%D0%B5%D1%84%D0%90%D0%97-5299_%D0%B2_%D0%98%D0%B6%D0%B5%D0%B2%D1%81%D0%BA%D0%B5.jpg;CC BY-SA 4.0;angle,day
images/real/real_c1b5e18826.jpg;O994EB58;type1;528.6,610.0,67.2,14.2;529.1,610.0,595.7,610.4,595.8,624.2,528.6,623.3;1;0;https://commons.wikimedia.org/wiki/File%3A2353832_%D0%9C%D0%90%D0%97-103_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_4b3c514c02.jpg;P289HK58;type1;600.3,599.4,72.5,18.8;600.3,604.4,670.7,599.4,672.8,612.2,601.1,618.2;1;0;https://commons.wikimedia.org/wiki/File%3A2354036_%D0%9A%D0%90%D0%B2%D0%97-4270_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_0bd8467f12.jpg;P751HM58;type1;687.0,630.8,66.0,21.3;687.0,636.6,751.5,630.8,753.0,647.2,687.5,652.1;1;0;https://commons.wikimedia.org/wiki/File%3A2354040_Mercedes-Benz_O530_Citaro_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_34bb42aa0c.jpg;K766CY159;type1;766.6,724.1,82.9,22.0;766.6,729.1,849.5,724.1,849.3,743.5,767.7,746.1;1;0;https://commons.wikimedia.org/wiki/File%3A2396756_MAN_A21_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_3a6676d1e1.jpg;M194PE33;type1;757.8,652.3,39.8,9.7;758.1,653.3,797.0,652.3,797.6,659.8,757.8,662.0;1;0;https://commons.wikimedia.org/wiki/File%3A2446347_Mercedes-Benz_O405_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_22f9988f2f.jpg;P817BY58;type1;721.6,692.4,69.0,22.5;721.6,697.7,789.2,692.4,790.6,709.4,722.2,714.9;1;0;https://commons.wikimedia.org/wiki/File%3A2446374_Mercedes-Benz_O405_%D0%B2_%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5.jpg;CC BY-SA 4.0;day
images/real/real_bfa246c5db.jpg;P466TK39;type1;542.0,599.8,116.2,34.4;542.5,606.5,655.5,599.8,658.2,628.0,542.0,634.2;1;0;https://commons.wikimedia.org/wiki/File%3A25_years_marshrutka_in_Kaliningrad.jpg;CC BY 4.0;day
images/real/real_1f22252263.jpg;B029HC51;type1;334.5,457.9,70.7,22.0;334.5,467.0,403.0,457.9,405.2,472.2,335.0,479.9;1;0;https://commons.wikimedia.org/wiki/File%3A29busKTM.jpg;CC BY 4.0;day
images/real/real_48b6d9afd7.jpg;X285KP116;type1;520.3,462.0,61.6,21.6;520.3,470.8,581.0,462.0,581.9,475.3,521.3,483.6;1;0;https://commons.wikimedia.org/wiki/File%3A338_big2.jpg;CC0;day
images/real/real_a1c318b566.jpg;EC99350;type1b;1136.1,739.2,181.8,86.7;1136.1,767.3,1312.6,739.2,1317.8,799.9,1139.4,825.8;1;0;https://commons.wikimedia.org/wiki/File%3A4._%D0%95%D0%A1_993.jpg;CC BY-SA 4.0;day
images/real/real_0daf584772.jpg;A677CO716;type1;1067.5,695.4,74.0,26.5;1067.5,707.2,1139.7,695.4,1141.5,708.9,1069.7,721.9;1;0;https://commons.wikimedia.org/wiki/File%3A419%3D2020.04.25%3D%D0%90%D0%B2%D1%82%D0%BE%D0%B1%D1%83%D1%81%3D31-%D0%B9_%D0%BC%D0%B0%D1%80%D1%88%D1%80%D1%83%D1%82%28%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C%29%3DDSC_0153.JPG;CC0;day
images/real/real_0daf584772.jpg;B249EY716;type1;765.6,824.6,127.2,54.1;765.6,848.8,888.1,824.6,892.8,853.9,769.6,878.7;1;0;https://commons.wikimedia.org/wiki/File%3A419%3D2020.04.25%3D%D0%90%D0%B2%D1%82%D0%BE%D0%B1%D1%83%D1%81%3D31-%D0%B9_%D0%BC%D0%B0%D1%80%D1%88%D1%80%D1%83%D1%82%28%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C%29%3DDSC_0153.JPG;CC0;day
images/real/real_a306ea719f.jpg;B640EY716;type1;479.2,673.4,53.3,23.2;481.7,673.4,532.4,680.8,531.1,696.7,479.2,689.9;1;0;https://commons.wikimedia.org/wiki/File%3A428%3D2020.04.29%3D%D0%90%D0%B2%D1%82%D0%BE%D0%B1%D1%83%D1%81%3D90-%D0%B9_%D0%BC%D0%B0%D1%80%D1%88%D1%80%D1%83%D1%82%3DLOTOS-206-%D0%A1NG%28%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C%29%3DDSC_0557.JPG;CC0;day
images/real/real_a678690d71.jpg;K510HO152;type1;989.1,838.8,68.5,21.3;989.1,844.7,1054.6,838.8,1057.6,855.1,990.6,860.2;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas%2C_Nizhny_Novgorod_Oblast%2C_Russia_-_panoramio_%2823%29.jpg;CC BY 3.0;day
images/real/real_160380c58a.jpg;M859CE152;type1;1224.9,889.2,113.2,28.7;1224.9,891.8,1337.2,889.2,1338.2,914.1,1226.1,917.8;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas%2C_Nizhny_Novgorod_Oblast%2C_Russia_-_panoramio_%2833%29.jpg;CC BY 3.0;day
images/real/real_e306f625bf.jpg;M859CE152;type1;549.6,800.6,106.8,23.6;549.9,803.7,656.3,800.6,655.1,823.0,549.6,824.2;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas%2C_Nizhny_Novgorod_Oblast%2C_Russia_-_panoramio_%2835%29.jpg;CC BY 3.0;day
images/real/real_e306f625bf.jpg;E617PM152;type1;1191.0,790.0,83.8,18.0;1191.0,792.5,1274.7,790.0,1272.3,807.0,1191.2,808.0;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas%2C_Nizhny_Novgorod_Oblast%2C_Russia_-_panoramio_%2835%29.jpg;CC BY 3.0;angle,day
images/real/real_445b4ca76a.jpg;A191OB252;type1;836.7,712.5,76.9,26.3;836.7,722.7,907.9,712.5,913.7,727.4,838.8,738.8;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas_bus_%D0%90191%D0%9E%D0%92252_2026-08_1787323026_Sobornaya_Square_PAZ-3204.jpg;CC BY 4.0;angle,day
images/real/real_2bf38fbe87.jpg;A458AA152;type1;394.2,621.2,42.5,8.8;394.5,621.2,436.7,621.3,435.0,629.4,394.2,629.9;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas_bus_%D0%90458%D0%90%D0%90152_2026-08_1787327280_Krasnyi_Put_street_LiAZ-5256.jpg;CC BY 4.0;angle,day
images/real/real_16e0880e30.jpg;X180MC152;type1;71.5,789.4,73.2,16.0;72.8,790.8,143.8,789.4,144.8,804.8,71.5,805.4;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas_bus_%D0%90491%D0%90%D0%90152_2026-08_1787323946_Muchnoi_Ryad_street_LiAZ-5256.jpg;CC BY 4.0;day
images/real/real_16e0880e30.jpg;A491AA152;type1;623.1,773.2,48.3,9.3;623.2,773.8,671.4,773.2,670.2,781.1,623.1,782.6;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas_bus_%D0%90491%D0%90%D0%90152_2026-08_1787323946_Muchnoi_Ryad_street_LiAZ-5256.jpg;CC BY 4.0;angle,day,motion_blur
images/real/real_c94e37727f.jpg;A531YP252;type1;735.3,755.2,69.8,17.5;735.5,757.8,804.0,755.2,805.1,768.8,735.3,772.7;1;0;https://commons.wikimedia.org/wiki/File%3AArzamas_bus_531%D0%A3%D0%A0252_2026-08_1787323057_Sobornaya_Square_LiAZ-5256.jpg;CC BY 4.0;day
images/real/real_5aebf0e0ed.jpg;H180TY152;type1;615.8,789.0,57.3,17.8;616.7,791.6,673.2,789.0,673.1,804.9,615.8,806.8;1;0;https://commons.wikimedia.org/wiki/File%3AAuferstehungskathedrale_-_panoramio_%282%29.jpg;CC BY 3.0;day
images/real/real_b13daccbeb.jpg;O304YT47;type1;1147.2,747.7,48.5,17.7;1147.2,751.9,1195.7,747.7,1195.5,762.2,1147.3,765.3;1;0;https://commons.wikimedia.org/wiki/File%3AAvtobus13.jpg;CC BY-SA 4.0;day
images/real/real_d5004f12ba.jpg;KB62250;type1b;1164.2,791.8,111.2,25.4;1166.2,791.8,1272.2,794.9,1275.5,817.2,1164.2,815.9;1;0;https://commons.wikimedia.org/wiki/File%3ABalashikha%2C_Moscow_Oblast%2C_Russia_-_panoramio_%28160%29.jpg;CC BY 3.0;angle,day
images/real/real_d5004f12ba.jpg;KB61750;type1b;472.4,801.7,110.3,24.2;472.4,804.6,582.8,801.7,582.4,825.0,472.7,825.9;1;0;https://commons.wikimedia.org/wiki/File%3ABalashikha%2C_Moscow_Oblast%2C_Russia_-_panoramio_%28160%29.jpg;CC BY 3.0;day
images/real/real_b5603cb911.jpg;530BXV;other;316.6,1162.8,182.0,98.5;326.1,1162.8,498.6,1211.6,490.1,1261.3,316.6,1211.3;1;0;https://commons.wikimedia.org/wiki/File%3ABaltic_Shuttle_Bus_in_Saint_Petersburg.jpg;CC BY-SA 4.0;day
images/real/real_b9de87c6d9.jpg;H475MT31;type1;732.0,656.5,99.0,19.5;732.2,658.6,829.9,656.5,831.0,675.5,732.0,676.0;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_03.JPG;CC BY-SA 3.0;day
images/real/real_0b73937cd8.jpg;H475MT31;type1;825.7,699.4,94.2,23.5;825.7,704.6,917.5,699.4,919.8,718.6,827.0,722.9;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_04.JPG;CC BY-SA 3.0;day,glare
images/real/real_0b73937cd8.jpg;M264AX31;type1;1330.8,636.3,47.4,17.2;1330.8,640.9,1377.7,636.3,1378.2,650.1,1331.3,653.6;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_04.JPG;CC BY-SA 3.0;day,motion_blur
images/real/real_bcf1ce66e5.jpg;AM79731;type1b;742.5,688.8,92.7,22.0;742.5,691.7,834.0,688.8,835.2,707.7,743.1,710.8;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_05.JPG;CC BY-SA 3.0;day
images/real/real_bcf1ce66e5.jpg;H982OE31;type1;1394.0,709.1,78.1,23.2;1394.6,713.5,1470.1,709.1,1472.1,730.2,1394.0,732.3;1;0;https://commons.wikimedia.org/wiki/File%3ABelgorod_bus_05.JPG;CC BY-SA 3.0;day
